H11,H12,tx,H21,H22,ty,H31,H32
1.1337073,0.042307943,-0.032270096,0.17991069,0.99897903,-0.093718976,0.16531366,-0.02392112
0.92862004,0.043524742,0.03493477,0.067539915,1.0933367,-0.0696966,-0.036821365,0.046648882
0.8601383,-0.0491917,0.064085566,-0.093473904,1.0483372,0.00045601086,-0.052568056,-0.017762039
1.2348632,-0.029044008,0.07519597,0.103746876,1.1813939,-0.067665234,0.20429395,0.06178309
0.8455221,-0.13685699,0.058744203,-0.04597771,0.7851739,0.07222867,-0.040695637,-0.1844275
0.9542362,0.0898779,-0.071357496,-0.04247519,0.9102066,0.041251022,-0.1495636,0.053361837
0.7873311,0.00017913872,0.0153249055,-0.11493963,0.90069425,0.044843495,-0.2346519,0.019438151
1.076629,0.07791456,0.003268071,0.06614661,1.1329926,-0.0936258,0.10971264,0.089852475
0.8131076,-0.032030627,0.05019352,-0.092863284,0.8302274,0.096516564,-0.13047424,-0.008161856
1.0440263,-0.080624394,0.03600719,0.012788083,0.9151822,0.03560974,0.050109062,-0.062458493
1.0523442,-0.13782455,0.081456736,0.110479124,0.9712733,-0.04878787,0.13394883,-0.09300166
1.0972495,0.10083914,-0.0083755385,0.08022104,1.2916833,-0.07399316,0.08522419,0.17825294
1.1009531,0.10848251,-0.03820264,-0.035569992,1.261296,-0.055132315,4.9583614E-05,0.279479
1.0022397,-0.112270735,0.052861445,0.086795926,0.8817738,-0.09449328,0.13702667,-0.23943514
0.94016296,0.09768801,-0.083294585,-0.07312374,1.0659529,0.01565618,-0.07779126,-0.005131215
1.0998724,0.0549506,-0.05972889,0.110375,1.1738958,-0.04919047,0.017994136,0.15407468
0.8672974,-0.06875523,-0.007776655,-0.064581305,0.9265423,0.025737304,-0.055715874,-0.112800844
1.1660173,-0.06784529,-0.03278538,0.102919444,1.1734735,-0.020548252,0.09321948,0.07669262
0.9169647,-0.017815836,-0.0044755326,-0.06888862,0.85748696,0.0999005,-0.05317077,-0.12007836
0.9347495,-0.15308172,0.086254,0.1199356,0.8952265,-0.038966905,0.08709628,-0.14119124
1.2177614,0.09166545,-0.054721214,0.05673084,1.3183703,-0.04215925,0.05732049,0.2629997
1.1500902,0.08715514,-0.07447816,0.17995387,1.0059047,-0.073523924,0.17175594,-0.0800995
0.87621486,-0.020489238,0.010803719,-0.047804814,0.7795563,0.08254656,-0.14993976,-0.060321014
0.8343636,0.058453597,0.027325438,-0.1333893,0.8578279,0.09046811,-0.16556813,0.035094548
1.0533264,0.056804124,0.023729434,-0.075242385,1.0116758,0.06586951,0.046781912,0.055754043
1.3262607,0.15971115,-0.08318049,0.13963675,1.1230158,-0.02654652,0.22481772,0.05964224
1.04518,-0.07076507,0.023092669,-0.005412698,0.79273856,0.09646099,0.021270476,-0.059452437
1.0886395,0.086160794,-0.055673376,0.08458338,1.2068346,-0.06939595,-0.039066643,0.20558944
1.0800947,0.060020603,0.061167564,0.0045341626,1.1706557,0.031495754,0.06686972,0.2302993
0.7701528,-0.04249721,0.011893799,-0.0688317,0.72634846,0.0965473,-0.16170004,-0.10629798
1.2088236,0.081789516,-0.059285548,0.026968554,1.0469828,0.009079186,0.124506205,0.011674527
0.820552,0.12548135,-0.037234932,-0.056755476,1.0596962,-0.02471275,-0.16299212,0.14883175
1.1244423,0.0042018928,0.0066431137,-0.05568333,1.2422924,0.036079824,0.052068673,0.16893017
1.0464643,-0.095382445,0.010377216,0.06528841,1.0318841,-0.03310478,0.07773045,-0.058077414
0.8294837,-0.062662974,0.069633596,0.034845755,0.77452874,0.04004877,-0.0073411055,-0.14579651
1.3926169,-0.05615692,-0.04662022,0.19597481,1.2521889,-0.08497535,0.27248678,0.11151342
0.78746337,-0.09394647,0.075494796,-0.04247481,0.73258054,0.055176646,-0.06662999,-0.1257684
1.0117723,0.027074559,0.04760109,0.11096933,0.9998668,-0.034036044,0.089822106,0.0017493903
1.2699567,0.005310389,-0.022803932,0.15494272,1.1022366,-0.083348006,0.1734439,0.046790104
1.0006052,-0.03736012,0.050605528,-0.15451404,0.99058634,0.07939725,0.032986403,-0.020637281
0.8286251,-0.14445789,0.08517621,-0.0004836358,0.9122948,-0.053136386,-0.04560024,-0.159439
0.8427008,-0.03278968,-0.03308812,-0.12581766,0.75137573,0.08582564,-0.1901814,-0.07974997
0.984056,0.06424136,0.015750803,-0.026987638,1.0071753,-0.025656851,0.056145266,-0.08410244
1.0827053,-0.019673262,-0.043417543,0.09771271,1.0144948,-0.08937319,0.09417165,-0.15031873
0.89270985,0.026734091,0.025821794,-0.008351073,0.85357046,0.0960897,-0.067095794,-0.034044497
0.9516457,0.060004532,-0.0070649576,0.07763862,1.007773,-0.06211271,0.018868357,0.022881703
1.1827866,0.06975063,-0.020140618,0.19018269,1.2178019,-0.07802968,0.15456125,0.06277481
1.0550243,-0.06529855,0.00946115,-0.005706139,1.0758097,-0.08846543,0.0010590777,-0.008305959
0.9888304,0.054690707,-0.00029296815,0.043165393,0.97332335,-0.06562126,-0.031229846,0.0048760413
1.0952351,0.050100904,0.0074754357,-0.012163326,1.146692,-0.069249995,0.07823762,-0.020282181
0.918014,-0.033675864,-0.00012609886,-0.14313611,0.90610397,0.073315404,-0.15597624,0.0123627465
0.8904116,-0.059694048,0.08397698,-0.00042406097,0.9370503,-0.02872751,0.045948625,-0.079988115
1.069921,0.010582018,0.023299407,0.070140995,1.1479436,-0.044367425,0.06935904,0.050783914
1.0142243,-0.023210058,0.01912127,0.17852654,0.85807,-0.07307444,0.10873574,-0.18963738
0.89541984,0.048667505,-0.033178095,0.015877351,0.8037199,0.06253735,-0.06902256,-0.0812714
0.9048142,0.07968749,-0.07146581,-0.08762138,0.9091604,0.05906487,-0.17271723,0.067076474
0.91379595,-0.09348673,0.02012684,-0.0069055967,0.9776576,-0.002164561,0.00042817835,-0.09275778
1.0980623,0.08496344,-0.082909144,-0.034722254,1.1400117,0.07960414,0.009203151,0.1302825
0.7521344,-0.058434848,0.0600733,-0.11907377,0.81048113,0.03934751,-0.10870602,-0.16993764
1.0329511,0.048085988,0.02033799,0.09458016,1.1730295,-0.088757366,0.15911631,0.040832005
0.9307537,0.004580507,-0.07390832,0.0032594558,0.8872223,0.016292704,-0.0674317,-0.08728134
1.1182901,0.037671585,0.04132561,0.061911006,1.1017174,-0.073306054,0.11216794,0.039470434
0.9722055,0.0026481547,-0.011393681,0.02123221,0.9015925,0.06204198,-0.06853136,0.0644905
0.982146,0.123624764,-0.041762672,-0.12327791,1.1269418,0.07978426,-0.1428778,0.15288468
1.1381403,0.123710446,-0.040920153,0.063470684,1.2120214,-0.0504757,0.09249115,0.05727471
0.9838011,0.061897736,0.024890717,0.089860685,1.0860685,0.0069694347,-0.023221053,0.1398966
0.9740494,-0.041278444,0.042966075,0.050999876,0.9873156,-0.02169908,0.059897628,-0.061382435
0.8560258,0.021066822,0.058809265,-0.050350096,1.069803,0.021979611,-0.13262734,0.16450438
1.1025219,-0.015008912,-0.06738839,-0.09657019,1.1630741,0.07727244,-0.04738166,0.13071503
1.1848308,-0.026364256,-0.014119028,0.044577528,0.9428053,0.027000425,0.081198245,0.020826913
0.8877677,0.09443108,0.0105705215,-0.11153649,1.128563,0.05747863,-0.044660404,0.13533059
0.7282124,-0.0070000933,0.056580096,-0.08281065,0.90532625,0.06051264,-0.19533184,0.04456209
1.2201799,0.05307913,-0.042289417,0.08784664,1.089468,0.0002510168,0.20585011,0.07750003
0.9725662,0.14130571,-0.075441174,0.023521693,0.96301496,0.026301755,-0.08096364,0.089701355
0.962876,0.07199766,-0.0373191,0.03662729,1.0999756,-0.091246165,-0.13155527,0.10698301
1.0266064,0.0827825,0.019449497,-0.0016586594,1.1342702,-0.0664751,0.014716327,0.052223098
1.0183551,0.13681677,-0.0642328,-0.14129701,1.1757708,0.05686539,-0.10486896,0.25071713
1.1540112,-0.058761,0.049145684,-0.007172359,1.1541935,0.039702352,0.118048534,0.1455932
1.1393733,-0.09921243,0.07064129,0.07280843,0.91204834,-0.034282595,0.13524963,-0.07993187
0.79104096,0.077256076,-0.033618912,-0.11196566,0.90535516,0.076944664,-0.1715686,-0.020601427
0.90767306,-0.08037336,0.017510075,0.0062217005,0.9159096,-0.054296777,-0.11759238,-0.09220295
1.2937464,0.084686674,0.009325897,0.10166435,1.1928506,-0.026276493,0.32363018,0.0734732
1.1795696,0.059219528,-0.098599605,0.10760699,1.1818142,-0.051633604,0.040250137,0.14451891
0.73493457,-0.05950807,-0.006540275,-0.1132268,0.85169446,0.04713677,-0.27247366,-0.012816537
1.0273944,0.013410687,-0.07237219,0.023936104,0.77045834,0.055934984,0.019759312,-0.12430683
1.1868719,-0.04564321,0.06556357,0.08119276,1.0241731,0.020612188,0.1401059,-0.0042567756
1.0517875,0.14578202,-0.024213806,0.021633433,1.3111362,-0.018350426,-0.06139,0.32986578
0.9395205,-0.07103246,0.041928664,-0.02303084,0.96225226,0.07551294,0.007567793,-0.04243579
1.0055814,-0.10512428,0.08530004,0.024574757,0.9190519,-0.013568762,0.08119513,-0.109773844
0.76880985,0.017314535,0.09251047,-0.063167065,1.0927256,-0.004174972,-0.18868025,0.13955398
1.0060363,-0.008961046,0.04162099,-0.055710465,0.9941763,0.036413446,0.028192624,0.029048149
1.0760949,-0.01453482,-0.061068226,0.049825512,0.96928525,-0.018907242,-0.076138794,0.04142938
1.1201165,0.18717599,-0.09843862,-0.015424319,1.3572361,-0.081529886,-0.016062774,0.16911064
0.78719956,-0.0050000707,0.092847444,-0.043457046,0.88629204,0.030838937,-0.15999788,-0.03603295
0.9962871,-0.10980671,0.09195204,-0.052383225,0.9084008,0.026018765,0.06738317,-0.103852004
0.98630995,0.014736975,-0.0010386404,-0.0037545413,1.1955526,-0.0891682,0.034158632,0.049817212
0.902178,-0.0691776,0.09926104,-0.060995292,1.0263593,-0.008259733,-0.012349907,-0.05430398
1.0444276,0.16015275,-0.055967905,-0.09363061,1.3612009,0.048544116,-0.030916974,0.28366357
1.2142235,0.055010032,-0.032943908,0.14505714,1.0880873,-0.026415596,0.21266297,-0.021351527
0.7906601,-0.038055427,0.013079633,-0.120399244,0.831395,0.050388277,-0.23558271,-0.040574554
1.2955997,0.08228602,-0.05091677,0.17956352,1.0965664,-0.0654595,0.32823077,0.006154334
0.8429016,-0.15852723,0.09339562,-0.0599864,0.90277183,0.05460981,-0.077469215,-0.09741997
1.1169701,0.010636908,-0.0844922,-0.051545706,0.96428597,0.09430717,0.09224934,-0.006667055
1.1950022,0.051620558,-0.027628032,0.094403304,1.279633,-0.022386411,0.0766676,0.20696084
0.89429384,-0.07634512,0.08220175,-0.0416445,0.8937961,0.07825893,0.06263683,-0.0723135
1.1420686,0.0385089,-0.054468088,0.117416605,1.0933671,-0.0518345,0.0079912245,0.06553888
0.9818719,0.09151474,-0.093074165,-0.014623292,1.1834697,-0.07943904,-0.05591672,0.08338718
0.9344676,-0.130519,0.07666478,-0.05909654,0.83575493,0.024750248,-0.008529007,-0.145011
1.0007801,0.206926,-0.091925554,-0.12101446,1.3236254,0.079905145,-0.05035065,0.29010227
1.0424073,-0.016333144,0.044313528,-0.0016826242,0.89196235,0.060063455,0.078954354,-0.06482249
0.9774983,0.0339489,-0.06831424,-0.01512631,0.8670102,0.07539415,-0.0663501,-0.06832078
0.93623966,0.10511626,-0.065070465,-0.019317262,1.1791358,-0.0041088047,-0.058731362,0.14227262
0.9424021,0.12904675,-0.056822423,-0.041918173,1.0468354,0.024083268,-0.023864068,-0.020135308
0.90141875,0.04293026,-0.08684766,0.002498433,0.9225619,0.06359407,-0.14611807,0.0878944
1.1664243,-0.090486854,0.029132688,0.01034024,1.0280104,0.041824978,0.088169724,-0.01880897
1.1372167,0.16157918,-0.054486766,0.13890454,1.2251242,-0.05559732,0.009442672,0.27205855
1.1281555,0.14576328,-0.085855216,-0.039430887,1.2111405,-0.0287803,0.016050804,0.17511697
0.7311445,0.024430407,-0.02283084,-0.12360532,0.88955885,0.08282262,-0.25550586,0.042333864
0.7201437,-0.073864385,0.069530345,-0.024049543,0.6979418,0.038883235,-0.12401189,-0.19713755
1.1060722,0.052522883,0.0028839365,0.050063703,0.9864788,0.015999915,0.14058883,0.025838627
1.0954897,0.031577773,-0.023434939,0.06247001,0.96274114,0.017913606,0.17504096,-0.023795374
1.0520945,-0.10871699,0.05885963,-0.06965932,1.0005035,-0.0027961265,0.091171645,-0.092040055
0.80875283,0.032251358,0.052861553,0.01337524,0.9757671,-0.027638178,-0.085044146,0.034050748
0.8804898,0.12780005,-0.01779368,-0.049794637,1.1438608,-0.0026356971,-0.19864447,0.19859827
1.0485842,0.09637348,0.00014559587,0.047322497,1.072192,-0.050728656,0.047800984,0.02876249
0.80764353,-0.14962399,0.07343285,0.018976532,0.9103623,-0.08777947,-0.085494235,-0.13867426
1.0525529,0.030988978,0.053234864,-0.009359721,0.88657796,0.06949043,0.108595885,-0.06638928
1.0880609,0.19083738,-0.0760198,-0.003319906,1.1969709,0.017604556,0.051015865,0.15087016
1.1093417,0.06594376,-0.06976747,-0.005878255,0.97380865,0.08049026,0.066136226,0.08374456
1.0067344,-0.02310809,-0.023349212,0.026756883,0.87144876,0.04649845,-0.020995501,-0.03764999
1.082624,0.011693999,-0.0008619399,0.08251863,1.0037894,-0.05299952,0.110707104,-0.11286337
1.2396603,0.1675402,-0.09106027,0.05137299,1.234658,-0.07173511,0.12612195,0.074430645
0.98075926,-0.032415133,0.088042736,-0.03176073,1.0328333,-0.0088238465,0.10510036,-0.05830555
0.9644461,-0.07764485,0.074696384,0.13437109,0.97567934,-0.022842806,0.15109515,-0.09120372
1.190641,0.008595647,-0.08357914,0.016593637,1.0666405,0.009140778,0.06818414,0.11184197
1.0478187,0.0009871726,-0.04669922,-0.020511428,1.0508695,0.008298087,0.03060731,-0.02782244
0.9921527,0.04735729,-0.030142093,-0.14719051,0.9923475,0.046890568,0.023099646,-0.04232472
0.9844903,0.13694476,-0.06281863,0.044554763,1.0311471,0.047408752,0.0052348934,0.10759577
0.9537648,-0.07281517,0.06362033,0.003102485,0.92433864,-0.051331136,0.01387034,-0.118409686
1.2136587,0.0071051167,-0.0626645,0.069131,1.1970903,-0.094761305,0.11632068,0.04672936
0.86254495,0.07741745,-0.08708148,-0.12797314,0.8507043,0.06033979,-0.17256789,-0.023528598
0.92341137,-0.027634213,0.061637823,-0.070537694,0.9921415,0.08536586,-0.09725946,0.07087247
1.0267329,0.051655762,-0.08699096,0.09699056,0.9317663,-0.0011324412,-0.023029864,0.0237579
0.8739013,-0.076757826,0.06493524,0.0025501251,0.95626676,-0.07317577,0.03838955,-0.18106943
1.122795,0.024346584,0.036090635,0.08771591,1.3686562,-0.026269494,0.07835906,0.23246962
0.93689483,-0.07778374,0.07539988,0.031259354,0.8885295,-0.05490857,0.02986402,-0.1343787
1.1162226,0.034310747,-0.06665595,0.046054833,1.086439,-0.043115888,0.07628966,0.06751568
1.0133964,0.0038254785,0.09805505,-0.008145787,1.0646828,-0.0776426,0.032602765,0.02146401
1.0326847,-0.025316086,0.022842592,-0.040933497,1.0437833,0.0019008307,0.11706213,-0.03146502
0.9408438,-0.071256615,0.05317038,0.013544931,1.0176347,-0.027761342,0.077254556,-0.05914838
0.9260142,0.06381788,-0.08815034,-0.018537868,0.8479978,0.044305585,-0.072503716,-0.10696039
0.848987,-0.048005093,0.0343594,-0.06646022,0.76077867,0.09814636,-0.08548719,-0.1430645
1.0410811,0.05337185,-0.092881866,0.0165762,0.97050446,0.04487659,-0.08530943,0.09006347
0.8967003,-0.019977197,-0.049913213,-0.09622772,0.8139385,0.08479816,-0.08085648,-0.1108865
1.3827076,0.12412036,-0.05906109,0.1448838,1.4560013,-0.09920714,0.2894935,0.29349345
0.93801475,-0.08272314,0.068847105,0.13926235,0.9585888,-0.07576753,0.037989378,-0.058889985
0.9327468,-0.026452288,0.0679351,-0.022374636,0.93799603,0.028741274,-0.052101023,-0.0459539
1.2561554,0.13465732,-0.057231817,0.073013045,1.2836877,-0.013642484,0.18918952,0.18133923
1.0293038,0.0022728702,0.04239644,-0.013408914,1.117646,0.051015567,0.08201639,0.065948114
0.7839049,-0.11503296,0.08222934,-0.0048814416,0.87450874,-0.035950836,-0.102270946,-0.11221985
1.1047227,-0.06557794,0.071901865,0.14154434,1.0488801,-0.07866833,0.12635322,-0.10257463
0.8520635,0.13743016,-0.04033536,0.031403176,0.91999835,0.03521174,-0.12772615,0.040111333
1.1764153,0.03012738,-0.06508354,0.0050899424,1.1804496,-0.07245764,0.011477411,0.08591661
0.8351163,-0.12033057,0.09385356,-0.116665095,0.74715364,0.0641074,-0.08279626,-0.17921066
0.8307645,0.10698276,-0.030562667,-0.07545999,1.0983322,0.010304167,-0.11505981,0.057612754
1.3555766,0.09404091,-0.0037966392,0.12455354,1.1782393,-0.032848302,0.24115026,0.14772348
1.2888718,0.06845316,-0.034019776,0.13572916,1.1333221,-0.09792212,0.25360844,-0.012772069
1.0705483,-0.0078131,0.057620812,0.0030508935,1.0811573,0.042571533,0.053852513,0.15735234
0.77178067,-0.121195234,0.07060546,-0.010555286,0.8256548,-0.053410135,-0.10868688,-0.17942321
0.9290539,0.06858054,0.007944294,0.038089655,1.193724,-0.07743054,-0.13197379,0.2291459
0.843842,0.0030783066,0.081356674,-0.11337794,1.0392433,0.04093719,-0.011908673,0.004142657
0.85044336,-0.08115294,-0.014811549,-0.10654846,0.83006227,0.07286105,-0.16143483,-0.008514165
1.0871079,0.008431963,-0.06568718,-0.032667354,0.9974287,0.07294092,-0.04794554,0.0523125
1.0075412,0.027689649,0.025881574,0.19224441,1.0110865,-0.08099568,0.12015492,-0.0655489
1.0713986,0.04409101,-0.08243354,0.011284431,1.0528407,0.016471498,-0.040688522,0.077625096
0.7883736,-0.07215174,0.031932194,-0.062352706,0.7842651,0.0476266,-0.091989055,-0.09687067
1.0166497,0.008812706,0.07130114,0.061001495,0.96804535,0.013446747,0.10798013,-0.10751618
0.8784703,-0.11617057,0.050264142,-0.04351525,0.8584527,0.045011282,-0.001788523,-0.13303863
0.92403054,-0.08392779,0.037467446,-0.11535711,0.9611193,0.04390701,-0.09128769,0.009339619
1.1870601,-0.11165853,0.033220414,0.039722394,0.99300665,-0.0868998,0.16606455,-0.14304641
0.9495116,0.05834921,-0.046831314,-0.091954246,0.9535206,0.06667542,-0.11939565,-0.00211245
0.7122572,-0.0491886,0.018225137,-0.112700686,0.7517617,0.05501547,-0.22187081,-0.13260633
1.0944147,0.07569743,0.016647246,0.11224379,1.0780658,-0.023852702,0.11913875,-0.011482592
0.9669044,0.0076117013,-0.013876834,-0.06344768,1.0719873,0.036317334,-0.012954421,0.042875297
1.0312716,-0.041359577,0.07157873,0.093223915,1.0673195,-0.014459139,0.017156892,0.07306839
1.1076236,0.08793691,-0.0054672095,-0.090493664,1.2142192,0.04403083,0.082419425,0.18281329
0.8576196,0.02543128,0.019894894,-0.012909211,1.0045232,0.0344847,-0.052416846,0.04318935
0.9302938,-0.093595125,0.09551263,0.021725245,0.8203701,0.067725904,0.026691481,-0.11594255
1.1203296,0.10888458,-0.07480965,0.030283688,1.0442988,-0.017044943,0.03450702,0.021687387
1.1702635,0.0807231,-0.08908866,-0.08838679,1.25716,0.0051158844,0.050692033,0.23237126
1.0378816,0.072636575,-0.039958723,-0.04590627,1.2376205,-0.007254944,-0.08529329,0.19892563
1.1428777,-0.05428375,0.046583265,0.096922606,1.0904026,-0.09425169,0.17819723,0.017415907
0.9257188,-0.07117075,0.088165864,0.02319981,0.843107,-0.021026012,-0.005803097,-0.10003318
1.2494437,-0.07266941,0.041328575,0.12659079,1.104292,-0.01121095,0.17901509,0.083055556
1.0729456,0.060443543,-0.077212416,0.0076869726,1.0357351,-0.085184164,0.032448657,-0.051080775
1.2764195,0.083001375,-0.09288623,0.029000165,1.132785,0.027757175,0.14778046,0.15972006
0.975365,0.031331033,-0.0554668,0.03644107,0.8740241,0.0247539,0.010841548,-0.050887756
0.9956862,0.016960358,-0.07404139,0.05014649,0.9182298,0.040283922,-0.03998107,0.03244386
0.7662211,-0.10235012,0.04723421,-0.13642958,0.7461685,0.082928345,-0.103288144,-0.16962838
1.1092491,-0.10166984,0.031944875,0.08538051,0.82219994,0.016427087,0.1722374,-0.18480533
0.9997816,0.047329698,0.006397442,0.05116433,1.0105107,-0.049770344,0.10368036,0.017059756
0.8255848,-0.06407367,0.07825942,-0.08952361,0.86057335,0.07547818,-0.0762152,-0.05990647
1.0951366,0.108763434,0.005596191,-0.111191556,1.3314776,0.038122926,0.030136809,0.27653676
0.8115676,0.04221963,-0.016924445,-0.0622688,0.8645052,0.07128924,-0.20625296,0.036323674
1.0882568,0.03610319,-0.0016712439,-0.019933406,1.0630411,0.018385291,-0.009505108,0.13168144
1.0509028,0.107592225,-0.044687986,0.084282525,1.1283756,-0.09812056,-0.07989274,0.098232456
