H11,H12,tx,H21,H22,ty,H31,H32
0.551622,-0.673973,-0.006631,0.482560,0.604504,0.082578,-0.195332,0.044562
0.923775,-0.610835,-0.033993,0.801995,0.903680,-0.025158,0.205850,0.077500
0.910201,-0.184740,-0.079895,0.343470,0.955634,-0.000095,-0.080964,0.089701
-0.911770,-0.462308,0.067604,0.311686,-1.000701,0.071751,-0.131555,0.106983
0.911130,-0.450864,0.047973,0.473039,1.044099,-0.049958,0.014716,0.052223
-0.149060,-1.167133,-0.036639,1.017248,-0.197373,-0.077570,-0.104869,0.250717
-0.983616,-0.547252,-0.062601,0.603567,-1.017905,-0.008525,0.118049,0.145593
-1.125730,-0.112470,-0.060903,0.190274,-0.910509,0.049561,0.135250,-0.079932
0.512150,-0.728613,-0.083108,0.613176,0.542917,0.011994,-0.171569,-0.020601
-0.267183,-0.854028,0.046960,0.867480,-0.340568,0.032396,-0.117592,-0.092203
-1.200632,-0.613390,0.003523,0.492543,-1.026556,0.027659,0.323630,0.073473
1.072315,-0.347016,-0.075106,0.503094,1.131270,-0.082141,0.040250,0.144519
-0.339294,-0.654958,-0.034344,0.661686,-0.547681,-0.032941,-0.272474,-0.012817
0.922490,-0.311176,-0.089165,0.452906,0.704951,0.020397,0.019759,-0.124307
-0.334008,-0.990516,-0.034202,1.141795,-0.264371,0.059613,0.140106,-0.004257
0.879679,-0.572864,-0.010770,0.576966,1.188342,-0.028409,-0.061390,0.329866
-0.060720,-0.952105,-0.078946,0.937839,-0.156434,0.035038,0.007568,-0.042436
-0.279941,-0.861947,-0.008610,0.966142,-0.335789,0.085942,0.081195,-0.109774
0.771264,-0.092686,0.092461,0.014485,1.088925,0.005151,-0.188680,0.139554
-0.415647,-0.877439,-0.051529,0.917851,-0.467512,0.020075,0.028193,0.029048
1.073956,-0.045470,-0.060434,0.084152,0.968327,-0.020847,-0.076139,0.041429
-0.724745,-1.145781,0.126150,0.854192,-0.751206,-0.020579,-0.016063,0.169111
0.013091,-0.885441,-0.034394,0.788289,-0.039148,0.091590,-0.159998,-0.036033
0.059920,-0.909206,-0.025322,0.995862,-0.102930,0.092146,0.067383,-0.103852
-0.382387,-1.106040,0.082468,0.909177,-0.454135,0.033926,0.034159,0.049817
0.698104,-0.754616,0.077871,0.574714,0.699109,0.062106,-0.012350,-0.054304
-0.103999,-1.367075,-0.037181,1.043446,-0.098095,-0.064082,-0.030917,0.283664
-0.850265,-0.899531,0.040966,0.878880,-0.614658,-0.010242,0.212663,-0.021352
-0.485911,-0.549380,-0.044377,0.635240,-0.625178,-0.027216,-0.235583,-0.040575
0.447239,-0.930755,0.034045,1.229146,0.585597,-0.075620,0.328231,0.006154
-0.202434,-0.810115,-0.080711,0.820428,-0.428767,0.072046,-0.077469,-0.097420
1.114554,-0.111044,-0.095710,0.089715,0.957930,0.082900,0.092249,-0.006667
1.056900,-0.465759,-0.016335,0.565601,1.192977,-0.031585,0.076668,0.206961
0.585062,-0.750120,-0.010783,0.677642,0.491956,0.112984,0.062637,-0.072314
-0.791146,-0.888771,0.074319,0.831982,-0.637981,-0.011413,0.007991,0.065539
0.974056,-0.076917,-0.080893,0.124500,1.184508,-0.091813,-0.055917,0.083387
-0.067278,-0.810567,-0.034849,0.933914,-0.241874,0.072634,-0.008529,-0.145011
1.003880,-0.075603,-0.106654,0.091813,1.337567,0.058823,-0.050351,0.290102
-0.969424,-0.311346,-0.063226,0.383189,-0.836019,-0.039671,0.078954,-0.064822
-0.739795,-0.582595,0.003982,0.639089,-0.642994,-0.101662,-0.066350,-0.068321
-0.484984,-1.052151,0.038311,0.801067,-0.542576,-0.052757,-0.058731,0.142273
0.204396,-1.008701,-0.033555,0.920924,0.308285,-0.051797,-0.023864,-0.020135
-0.900188,-0.093672,0.083214,0.047148,-0.918798,-0.068280,-0.146118,0.087894
-0.013165,-1.027788,-0.041895,1.166396,-0.092976,0.029031,0.088170,-0.018809
0.532314,-0.915965,0.014757,1.014494,0.829485,-0.076434,0.009443,0.272059
1.125554,0.010324,-0.082127,0.086132,1.219837,-0.038139,0.016051,0.175117
-0.695694,-0.188453,0.007127,0.256634,-0.869711,-0.085616,-0.255506,0.042334
-0.448658,-0.483426,-0.074687,0.563818,-0.508801,0.027718,-0.124012,-0.197138
0.641974,-0.744690,-0.010826,0.902093,0.649104,0.012129,0.140589,0.025839
1.000668,-0.314874,-0.028292,0.450182,0.910342,0.008346,0.175041,-0.023795
-1.013157,-0.106736,-0.056916,0.292006,-1.000717,0.015261,0.091172,-0.092040
-0.009350,-0.975595,0.027901,0.808809,0.037107,0.052723,-0.085044,0.034051
0.698688,-0.651340,-0.011738,0.538123,0.948950,-0.013630,-0.198644,0.198598
0.438191,-0.908984,0.045162,0.953812,0.576742,-0.023105,0.047801,0.028762
0.689272,-0.585911,0.107548,0.421369,0.712640,-0.039129,-0.085494,-0.138674
0.564386,-0.736175,-0.030843,0.888495,0.495002,0.081924,0.108596,-0.066389
0.940067,-0.441274,-0.074473,0.547870,1.128909,-0.023295,0.051016,0.150870
0.555990,-0.812504,-0.104510,0.959973,0.540822,-0.020586,0.066136,0.083745
-0.580000,-0.712698,-0.025776,0.823304,-0.502015,-0.045199,-0.020996,-0.037650
-1.079669,-0.193265,0.010445,0.114885,-0.985078,0.051967,0.110707,-0.112863
1.130979,-0.305208,-0.057721,0.510180,1.208014,-0.100530,0.126122,0.074431
0.631006,-0.832083,0.061341,0.751485,0.612726,0.063770,0.105100,-0.058306
0.319883,-0.903870,0.054372,0.919721,0.375496,0.056081,0.151095,-0.091204
-1.170643,-0.218240,0.080148,0.217934,-1.044111,-0.025403,0.068184,0.111842
-0.338830,-0.987930,0.008162,0.991735,-0.358221,-0.046723,0.030607,-0.027822
-0.924896,-0.291391,0.017604,0.388073,-0.949783,-0.052890,0.023100,-0.042325
-0.984991,-0.216177,0.058969,0.031616,-1.017490,-0.052119,0.005235,0.107596
0.873162,-0.435910,0.078827,0.383751,0.818343,-0.021652,0.013870,-0.118410
-0.797581,-0.950959,0.113292,0.917394,-0.727154,0.008454,0.116321,0.046729
-0.571737,-0.612295,0.026869,0.658390,-0.595640,-0.102480,-0.172568,-0.023529
0.218305,-0.983645,-0.074327,0.900004,0.132481,0.074579,-0.097259,0.070872
-1.020358,-0.271670,0.084767,0.149859,-0.892778,-0.019579,-0.023030,0.023758
0.502329,-0.825198,0.097236,0.715105,0.489271,0.010790,0.038390,-0.181069
0.222365,-1.309939,0.035130,1.104046,0.397332,0.027541,0.078359,0.232470
0.703610,-0.624617,0.093112,0.619421,0.636702,0.005507,0.029864,-0.134379
-0.834946,-0.779374,0.077899,0.742252,-0.757696,-0.015287,0.076290,0.067516
0.988589,-0.238895,0.113168,0.223001,1.037542,-0.053255,0.032603,0.021464
0.427951,-0.976028,0.006868,0.940729,0.370801,0.021869,0.117062,-0.031465
0.172585,-1.011657,0.037718,0.924978,0.131180,0.046638,0.077255,-0.059148
0.207546,-0.817018,-0.061399,0.902647,0.235912,-0.077225,-0.072504,-0.106960
0.067720,-0.760849,-0.098095,0.848887,-0.046876,0.034505,-0.085487,-0.143065
-0.730838,-0.738866,0.031672,0.741620,-0.631509,-0.098173,-0.085309,0.090063
0.553315,-0.702859,-0.098374,0.712161,0.410955,0.002127,-0.080856,-0.110886
-0.622930,-1.406314,0.113657,1.242912,-0.397021,-0.020305,0.289494,0.293493
-0.035376,-0.961875,0.082872,0.947636,0.023081,0.060107,0.037989,-0.058890
0.721508,-0.631989,0.032736,0.591560,0.693632,0.066103,-0.052101,-0.045954
0.961093,-0.662519,-0.037599,0.812132,1.107725,-0.045254,0.189190,0.181339
0.980404,-0.352355,0.024025,0.313773,1.060652,0.061829,0.082016,0.065948
0.115007,-0.881996,0.047151,0.775438,0.009016,0.076360,-0.102271,-0.112220
0.796488,-0.684219,0.104782,0.778495,0.797680,-0.019475,0.126353,-0.102575
0.581740,-0.551626,-0.053428,0.623360,0.748995,-0.003499,-0.127726,0.040111
-0.381547,-1.127934,0.089484,1.112835,-0.349476,-0.038453,0.011477,0.085917
0.087814,-0.742563,-0.067304,0.838641,-0.146009,0.091588,-0.082796,-0.179211
0.737697,-0.508821,-0.031241,0.389444,0.979224,-0.008015,-0.115060,0.057613
0.332963,-1.080042,0.029720,1.319938,0.480210,-0.014496,0.241150,0.147723
0.893830,-0.682134,0.037530,0.938446,0.907633,-0.096631,0.253608,-0.012772
0.471679,-0.972663,-0.012628,0.961042,0.472111,0.070520,0.053853,0.157352
0.439038,-0.753001,0.083703,0.634825,0.359698,0.028838,-0.108687,-0.179423
0.640385,-0.781862,0.059611,0.674165,0.904639,-0.050051,-0.131974,0.229146
0.613124,-0.812404,0.018470,0.590764,0.648101,0.089183,-0.011909,0.004143
-0.772112,-0.187682,-0.009187,0.372088,-0.812628,-0.073781,-0.161435,-0.008514
0.424204,-0.926648,-0.091780,1.001460,0.369132,-0.034807,-0.047946,0.052312
0.987779,-0.057532,0.032609,0.276387,1.009828,-0.078529,0.120155,-0.065549
0.069935,-1.046472,-0.022671,1.069173,0.123745,-0.080948,-0.040689,0.077625
-0.760552,-0.084082,-0.040705,0.216751,-0.783076,-0.040386,-0.091989,-0.096871
-0.724689,-0.726115,-0.057646,0.715628,-0.640271,0.044063,0.107980,-0.107516
0.761851,-0.562881,0.017847,0.439530,0.658484,0.065069,-0.001789,-0.133039
0.613407,-0.843027,-0.015365,0.700622,0.469147,0.055638,-0.091288,0.009340
-0.905229,-0.585185,0.033857,0.768928,-0.809993,0.086654,0.166065,-0.143046
-0.852281,-0.398647,0.019602,0.428539,-0.868151,-0.079086,-0.119396,-0.002112
0.533025,-0.617687,-0.031567,0.485691,0.431310,0.048604,-0.221871,-0.132606
-0.975150,-0.657170,-0.000750,0.509338,-0.857953,0.029078,0.119139,-0.011483
0.059347,-1.072010,-0.036258,0.967165,0.003066,-0.014031,-0.012954,0.042875
0.961857,-0.344032,0.072730,0.383462,1.011199,0.006555,0.017157,0.073068
1.111309,-0.007464,-0.008900,-0.003436,1.217376,0.043467,0.082419,0.182813
0.687131,-0.593118,-0.005296,0.513351,0.811126,0.039458,-0.052417,0.043189
0.410480,-0.770828,-0.015945,0.835119,0.295959,0.115997,0.026691,-0.115943
0.506576,-0.866615,-0.020614,0.999718,0.592786,-0.073906,0.034507,0.021687
-1.033743,-0.583865,0.079350,0.555612,-1.116275,-0.040823,0.050692,0.232371
0.527590,-1.058797,-0.012345,0.894961,0.644926,-0.038690,-0.085293,0.198926
0.696830,-0.843527,0.101083,0.911038,0.693099,-0.028906,0.178197,0.017416
-0.787258,-0.402183,-0.062254,0.487563,-0.744408,0.065877,-0.005803,-0.100033
0.878150,-0.763364,0.038913,0.897768,0.801260,0.017874,0.179015,0.083056
-1.031760,-0.349427,0.098061,0.294519,-0.976883,0.060017,0.032449,-0.051081
0.719671,-0.872601,-0.076653,1.054591,0.727089,-0.059352,0.147780,0.159720
0.931955,-0.198144,-0.060008,0.290042,0.851844,0.009400,0.010842,-0.050888
-0.613059,-0.761324,0.009563,0.786171,-0.513633,-0.083746,-0.039981,0.032444
0.021191,-0.722712,-0.089021,0.777984,-0.211967,0.034402,-0.103288,-0.169628
0.844665,-0.567663,0.016075,0.724061,0.603414,0.032123,0.172237,-0.184805
-0.786741,-0.700296,0.027917,0.619048,-0.730040,0.041697,0.103680,0.017060
0.826106,-0.069221,0.077806,-0.084582,0.860175,0.075945,-0.076215,-0.059906
-1.092091,-0.141277,-0.006526,0.137928,-1.328421,-0.037975,0.030137,0.276537
-0.797341,-0.150358,0.007846,0.163606,-0.852376,-0.072849,-0.206253,0.036324
-1.080080,-0.148055,-0.000278,0.134636,-1.053299,-0.018459,-0.009505,0.131681
0.992268,-0.191308,-0.017466,0.356237,1.117233,-0.106394,-0.079893,0.098232
0.866242,-0.291206,-0.034572,0.349106,0.914203,-0.082107,-0.082717,-0.015737
0.915651,-0.235118,0.001089,0.154161,1.140599,0.003800,-0.147782,0.175153
-0.981378,0.013697,-0.004187,0.000023,-1.101354,0.097700,-0.044629,0.013915
0.911108,-0.442426,0.067145,0.467616,0.909914,0.037047,0.019782,0.107194
-0.809115,-0.233065,0.041126,0.272493,-0.825406,-0.075663,-0.147584,-0.082150
0.371930,-0.806717,0.080052,0.821792,0.317710,0.064816,0.030829,-0.201606
-1.147354,-0.214307,0.033307,0.046278,-0.999383,0.060210,0.218759,-0.083221
0.030348,-0.946241,-0.089673,1.093669,-0.076630,0.051098,0.074863,0.012302
0.269444,-0.933878,-0.103502,0.921695,0.411882,-0.074577,-0.109083,0.086741
0.024937,-0.912812,0.007308,0.857727,-0.089921,0.045838,-0.073130,-0.076714
0.979775,-0.256010,0.085449,0.154466,0.959445,0.004809,-0.014840,-0.051670
0.825766,-0.509395,-0.069247,0.548827,0.886549,0.003570,-0.066016,0.089486
0.188733,-0.953648,-0.059430,0.945978,0.090236,0.080067,0.042260,-0.023092
0.207704,-1.063811,0.026049,1.102697,0.245548,0.061683,0.128081,0.061088
-0.289533,-1.078287,0.048425,1.036782,-0.157779,0.058933,0.050261,0.096742
1.018138,-0.477611,-0.011581,0.441985,1.193791,-0.047144,0.049272,0.138523
0.110448,-0.875234,0.039120,0.988599,0.067175,0.085286,0.159633,-0.224496
-0.721347,-0.606310,-0.008613,0.696223,-0.751187,-0.099483,-0.104147,0.028570
1.176422,-0.080467,-0.023413,0.247312,1.019362,-0.008854,0.206774,-0.014919
-0.765445,-0.571916,0.004423,0.484443,-0.953483,-0.055423,-0.083092,0.123078
1.127968,-0.399985,-0.104962,0.469593,0.971773,0.001953,0.084390,0.026776
0.039214,-0.905314,-0.061630,0.853402,0.031247,-0.097952,-0.237259,0.037480
-0.999355,-0.631175,0.025318,0.524884,-0.802321,0.100150,0.245267,-0.090771
-0.577812,-1.049424,0.104067,1.063266,-0.417109,-0.062559,0.034197,0.061832
-0.328909,-0.685277,-0.056031,0.840440,-0.397997,0.027494,-0.106443,-0.100548
-0.797055,-0.550204,0.051828,0.498536,-0.826417,-0.050350,-0.053749,-0.000654
-0.654485,-0.186631,-0.040483,0.351088,-0.690815,-0.016098,-0.191028,-0.183987
-1.076667,-0.732619,0.034973,0.790405,-0.928960,0.102661,0.349259,0.021026
0.698586,-0.763596,-0.054870,0.678821,0.797755,0.018145,-0.082520,0.203877
-0.540730,-0.964059,0.062772,0.912849,-0.591159,0.047308,0.027519,0.079186
0.569432,-0.841070,-0.101098,0.667965,0.699531,-0.052447,-0.269572,0.251412
1.044366,-0.550317,-0.012374,0.789277,1.215371,-0.070880,0.329448,0.165112
-0.286032,-0.720775,-0.054832,0.861807,-0.311018,0.009006,-0.076608,-0.116658
0.330993,-1.117762,0.006536,0.935768,0.467566,-0.069504,0.002981,0.086683
0.552252,-0.626032,-0.073028,0.850688,0.504436,-0.069124,-0.017755,-0.102372
0.063377,-1.073260,-0.016348,1.105465,0.054148,-0.096797,0.003340,0.031468
-0.399398,-0.773935,0.068678,0.853156,-0.383771,0.091148,0.103255,-0.218783
-0.575499,-0.509491,-0.024417,0.646150,-0.681096,-0.104063,-0.156171,-0.053621
0.607293,-0.616905,-0.022951,0.418718,0.460077,0.102833,-0.225255,-0.116205
-0.462394,-1.178436,0.057311,1.146338,-0.289094,-0.004490,0.305193,0.062052
0.647224,-0.798980,-0.020860,0.829182,0.628246,-0.049318,-0.059028,0.098223
1.198487,-0.393408,0.011229,0.541324,1.216932,-0.025796,0.207563,0.168280
0.499507,-0.694863,-0.036709,0.595854,0.377082,0.091963,-0.104342,-0.161572
-0.599607,-0.625303,-0.024586,0.517037,-0.614368,0.025849,-0.091806,-0.057212
